recno,date,region,household_size,area_type,weight,year,household_has_special_education_children,housing_type,dwelling_ownership,number_of_rooms,dwelling_space_sqm,moved_last_5_years,has_centralized_water,has_hot_water,has_centralized_sanitation,has_local_sanitation,has_outside_toilet,has_gas,has_bathtub_shower,has_kitchen,has_telephone,has_radio,has_electricity,has_mobile,has_computer,has_internet,water_source,water_tap_location,potable_water_hours_day,potable_water_24h,main_heating_energy,heating_spend_last_winter_amd,garbage_disposal,complaint_floor_space,complaint_noise,complaint_light,complaint_heating,complaint_humidity,complaint_leaking_roof,complaint_walls_floor,complaint_windows_doors,complaint_traffic,complaint_pollution,complaint_elevator,complaint_water_supply,complaint_garbage,complaint_common_areas,complaint_green_areas,complaint_other,dwelling_condition_estimate,dwelling_renovated,building_new_house,has_other_dwelling,any_member_household_own_work,engaged_cattle_breeding,id_number_household_member_who_11,household_sent_money_goods_12m,household_received_money_goods_12m,lent_money_12m,family_debt_amount,borrowed_money_12m,registered_poverty_benefit,reason_not_registered_benefit,benefit_system_justified,share_families_really_vulnerable,humanitarian_assistance_12m,money_family_need_monthly_live,drm_in_amd,drm_in_amd_2,money_family_need_monthly_make,amd_3,household_has_car,eligible_salary_pension_not_received,hired_household_workers_12m,food_which_usually_consumed_daily,food_which_usually_consumed_daily_2,food_which_usually_consumed_daily_3,food_which_usually_consumed_daily_5,food_which_usually_consumed_daily_8,sample_weight,household_member_count,household_mean_age,household_income_total,household_income_source_count,food_purchases_total,services_goods_total,goods_services_total
4087,10,4,6,2,192.157407407407,2015,2,1,1,4.0,110.0,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1.0,31.0,2.0,6,7.0,2,2,2,2,1,2,2,2,2,2,2,3,1,2,3,2,2,2,2,2,4,1,2,1.0,2,2,2,0,2,4,6.0,4,6,2,0,0,0,,,1,2,2,0.6,3.0,1.0,50.0,50.0,192.157407407407,6,30.833333333333332,224000.0,4.0,82710.0,179242.0,746.0
4088,10,4,3,2,192.157407407407,2015,2,1,1,4.0,110.0,2,1,2,2,1,1,1,1,1,2,2,1,1,2,2,1,1.0,31.0,2.0,6,80000.0,2,2,2,2,1,2,2,1,1,2,2,3,1,2,3,2,2,3,2,2,4,1,2,2.0,2,2,2,0,2,4,3.0,4,6,2,0,0,200000,1.0,200000.0,1,2,1,0.5,,0.6,40.0,30.0,192.157407407407,3,53.0,81000.0,2.0,41859.6,129384.0,751.0
4089,10,4,4,2,192.157407407407,2015,2,1,1,3.0,90.0,2,1,2,2,2,1,1,3,1,2,2,1,1,2,2,1,1.0,31.0,2.0,6,120000.0,2,2,2,2,1,2,2,2,1,2,2,3,1,2,3,2,2,3,2,2,4,1,1,2.0,2,2,2,0,2,4,3.0,4,6,2,0,0,0,,,2,2,2,1.0,,1.0,30.0,50.0,192.157407407407,4,51.25,167000.0,3.0,34888.0,101553.0,753.0
4090,10,4,3,2,192.157407407407,2015,2,1,1,3.0,95.0,1,1,2,2,2,1,1,1,2,2,2,1,1,2,2,1,1.0,31.0,2.0,6,250000.0,2,2,2,2,1,1,1,1,1,2,2,3,1,2,3,2,2,4,3,2,4,2,2,2.0,2,1,2,8000000,1,4,3.0,4,6,2,0,1000000,250000,1.0,250000.0,1,2,2,0.3,,0.1,10.0,10.0,192.157407407407,3,17.666666666666668,50000.0,1.0,20796.0,70332.0,16000755.0
4091,10,4,5,2,192.157407407407,2015,2,1,1,3.0,86.0,2,1,2,2,2,1,1,1,1,2,2,1,1,1,2,1,1.0,31.0,2.0,3,180000.0,2,2,2,2,1,2,2,1,1,2,2,3,1,2,3,2,2,3,2,2,4,1,2,2.0,2,1,2,0,2,1,,4,6,2,0,0,0,,,2,2,2,1.0,,0.6,30.0,60.0,192.157407407407,5,28.6,128000.0,2.0,40923.0,91915.0,750.0
4092,10,4,4,2,192.157407407407,2015,2,1,1,3.0,110.0,2,1,2,2,2,1,1,3,1,2,2,1,1,2,2,1,1.0,31.0,2.0,6,7.0,2,2,2,2,1,1,1,1,1,2,2,3,1,2,3,2,2,4,3,2,4,1,2,2.0,2,2,2,0,2,4,6.0,2,3,2,0,0,150000,1.0,150000.0,1,2,2,2.5,,0.7,50.0,60.0,192.157407407407,4,21.0,80000.0,1.0,51508.5,111216.5,751.0
4093,10,4,4,2,192.157407407407,2015,2,1,1,3.0,120.0,2,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1.0,31.0,2.0,6,100000.0,2,2,2,2,1,1,1,2,2,2,2,3,1,2,3,2,2,3,3,2,4,1,2,2.0,2,2,2,1500000,2,4,6.0,4,6,2,0,0,0,,,1,2,1,2.0,3.0,0.5,40.0,40.0,192.157407407407,4,18.25,80000.0,1.0,41255.4,272410.0,744.0
4094,10,4,4,2,192.157407407407,2015,2,1,1,5.0,140.0,2,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1.0,31.0,2.0,6,180000.0,2,2,2,2,2,2,2,2,2,2,2,3,1,2,3,2,2,2,2,2,4,1,2,2.0,2,2,2,0,2,4,1.0,4,6,2,0,0,0,,,1,2,2,0.3,3.0,1.0,50.0,60.0,192.157407407407,4,37.75,537800.0,3.0,97367.8,193645.0,745.0
4095,10,4,3,2,192.157407407407,2015,2,1,1,3.0,130.0,2,1,2,2,1,1,2,3,1,2,2,1,1,2,2,1,2.0,31.0,2.0,6,120000.0,2,2,2,2,1,2,2,1,1,2,2,3,1,2,3,2,2,3,2,2,4,1,2,2.0,2,2,2,0,2,4,3.0,4,6,2,0,0,0,,,1,2,1,1.0,,1.3,50.0,60.0,192.157407407407,3,36.333333333333336,120000.0,1.0,101236.3,203398.0,752.0
4096,10,4,6,1,109.824074074074,2015,2,1,1,4.0,85.0,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1.0,31.0,24.0,3,300000.0,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,4,2,2,,2,1,2,0,2,4,3.0,4,6,2,0,1000000,500000,1.0,500000.0,1,2,2,0.4,100.0,0.3,,,109.824074074074,6,35.333333333333336,80000.0,2.0,187537.15,206296.0,740.0
4097,10,4,3,1,109.824074074074,2015,2,1,1,3.0,71.0,2,1,1,1,2,2,1,1,1,2,2,1,1,2,2,1,1.0,31.0,24.0,6,100000.0,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,4,1,2,,2,2,2,800000,1,4,5.0,4,5,2,0,800000,400000,1.0,400000.0,1,2,2,0.2,100.0,0.3,100.0,30.0,109.824074074074,3,44.333333333333336,119000.0,2.0,121142.15,204246.0,751.0
4098,10,4,6,1,109.824074074074,2015,2,1,1,5.0,100.0,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1.0,31.0,24.0,3,260000.0,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,4,1,2,2.0,2,2,2,300000,1,4,3.0,3,5,2,0,1000000,500000,1.0,500000.0,1,2,2,0.5,100.0,0.5,20.0,50.0,109.824074074074,6,47.5,270000.0,3.0,194542.1,334553.0,748.0
4099,10,4,1,1,109.824074074074,2015,2,1,1,4.0,85.0,2,1,1,1,2,2,1,1,1,2,2,1,1,2,2,1,1.0,31.0,24.0,6,100000.0,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,3,3,2,4,1,2,,2,2,2,400000,1,4,3.0,3,5,2,0,250000,150000,1.0,150000.0,2,2,2,0.1,50.0,0.2,,,109.824074074074,1,84.0,44000.0,1.0,62633.3,70461.0,753.0
4100,10,4,5,1,109.824074074074,2015,2,1,1,4.0,85.0,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1.0,31.0,24.0,3,240000.0,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,4,2,2,,2,1,2,0,2,4,3.0,3,5,2,0,600000,300000,1.0,300000.0,2,2,2,0.5,100.0,0.2,,50.0,109.824074074074,5,21.4,50000.0,1.0,228894.7,127816.0,744.0
4101,10,4,2,1,109.824074074074,2015,2,1,1,3.0,72.0,2,1,1,1,2,2,1,1,1,2,2,1,1,2,2,1,1.0,31.0,24.0,6,140000.0,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,3,3,2,4,1,2,1.0,2,2,2,10000,1,4,5.0,4,6,2,0,400000,200000,1.0,200000.0,2,2,2,0.3,,0.2,,,109.824074074074,2,81.5,85000.0,2.0,98510.5,47027.0,752.0
4102,10,4,5,1,109.824074074074,2015,2,1,1,3.0,70.0,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1.0,31.0,24.0,3,12000.0,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,1,2,2.0,2,2,2,1000000,1,4,5.0,4,6,2,0,600000,300000,1.0,300000.0,2,2,2,0.4,100.0,0.5,,100.0,109.824074074074,5,37.8,128000.0,3.0,116447.5,246445.0,749.0
4103,10,4,1,1,109.824074074074,2015,2,1,1,2.0,56.0,2,1,1,1,2,2,1,1,1,2,2,1,1,2,2,1,1.0,31.0,24.0,6,100000.0,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,3,3,2,4,1,2,,2,2,2,70000,1,4,3.0,3,4,2,0,200000,100000,1.0,100000.0,2,2,2,0.5,,0.5,,,109.824074074074,1,83.0,35000.0,1.0,61222.5,124902.0,756.0
4104,10,4,1,1,109.824074074074,2015,2,1,1,4.0,85.0,2,1,1,1,2,2,1,1,1,2,2,1,1,2,2,1,1.0,31.0,24.0,6,100000.0,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,3,3,2,4,1,2,,2,2,2,30000,1,4,3.0,3,5,2,0,200000,100000,1.0,100000.0,2,2,2,0.1,100.0,0.3,50.0,,109.824074074074,1,83.0,62000.0,1.0,65918.5,69585.0,754.0
4105,10,5,1,1,192.638888888889,2015,2,2,1,3.0,72.0,2,1,1,1,2,2,1,1,1,2,2,1,1,2,2,1,1.0,31.0,7.0,2,60000.0,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,2,1.0,2,2,2,0,2,4,3.0,1,1,2,800000,600000,400000,1.0,400000.0,2,2,2,0.5,50.0,0.2,20.0,50.0,192.638888888889,1,63.0,80000.0,2.0,85742.3,93501.0,751.0
4106,10,5,6,1,192.638888888889,2015,2,2,1,4.0,90.0,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1.0,31.0,7.0,2,80000.0,1,2,2,2,2,2,2,2,2,2,2,3,1,2,2,2,2,2,2,2,4,2,2,2.0,2,1,2,0,2,1,,1,1,2,2000000,1000000,200000,1.0,200000.0,2,2,2,2.0,50.0,1.0,50.0,100.0,192.638888888889,6,29.833333333333332,96000.0,2.0,87373.0,89127.0,744.0
4107,10,5,2,1,192.638888888889,2015,2,2,1,3.0,72.0,2,1,2,1,2,2,1,1,1,2,2,1,1,2,2,1,1.0,31.0,7.0,2,60000.0,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,3,2,4,2,2,2.0,2,2,2,0,2,4,3.0,1,1,2,0,0,80000,1.0,80000.0,2,2,2,1.0,30.0,0.5,50.0,100.0,192.638888888889,2,72.0,84000.0,2.0,100522.95,62547.0,752.0
4108,10,5,3,1,192.638888888889,2015,2,2,1,3.0,72.0,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1.0,31.0,6.0,3,200000.0,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,2,2.0,2,2,1,0,2,4,1.0,1,1,2,2000000,1500000,180000,1.0,180000.0,2,2,2,1.0,50.0,0.5,30.0,100.0,192.638888888889,3,20.333333333333332,180000.0,1.0,133342.1,334373.5,741.0
4109,10,5,1,1,192.638888888889,2015,2,2,1,2.0,60.0,2,1,1,1,2,2,1,1,1,2,2,1,1,2,2,1,1.0,31.0,7.0,2,55000.0,1,2,2,2,1,2,2,2,2,2,2,3,1,2,2,2,2,3,3,2,4,2,2,1.0,2,2,2,0,2,4,3.0,3,3,2,700000,500000,50000,1.0,50000.0,2,2,2,0.3,200.0,0.2,50.0,50.0,192.638888888889,1,69.0,42000.0,1.0,74971.2,75399.0,754.0
4110,10,5,5,1,192.638888888889,2015,2,2,1,3.0,72.0,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1.0,31.0,7.0,6,100000.0,1,2,2,2,2,2,2,2,2,2,2,3,1,2,2,2,2,3,2,2,4,2,2,2.0,2,1,2,0,2,4,3.0,1,1,2,1000000,800000,200000,1.0,200000.0,2,2,2,1.2,50.0,1.0,30.0,150.0,192.638888888889,5,27.8,100000.0,1.0,96132.0,288624.0,744.0
4111,10,5,4,1,192.638888888889,2015,2,2,3,3.0,72.0,1,1,2,1,2,2,1,1,1,2,2,1,1,2,2,1,1.0,31.0,6.0,2,50000.0,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,3,2,4,2,2,2.0,2,1,2,0,2,1,,1,1,2,800000,600000,100000,1.0,100000.0,2,2,2,1.0,,0.3,20.0,,192.638888888889,4,22.25,90000.0,3.0,93940.2,80561.0,753.0
4112,10,5,1,1,192.638888888889,2015,2,2,1,3.0,72.0,2,1,1,1,2,2,1,1,1,2,2,1,1,2,2,1,1.0,31.0,7.0,2,50000.0,1,2,2,2,2,2,2,2,2,2,2,3,1,2,2,2,2,3,3,2,4,2,2,1.0,2,2,2,0,2,4,3.0,4,3,2,800000,600000,50000,1.0,50000.0,2,2,2,0.5,20.0,0.2,20.0,50.0,192.638888888889,1,65.0,46000.0,1.0,112311.3,49367.0,755.0
4113,10,5,4,1,192.638888888889,2015,2,2,1,2.0,60.0,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1.0,31.0,6.0,3,60000.0,1,2,2,2,2,2,2,2,2,2,2,3,1,2,2,2,2,3,2,2,4,2,2,2.0,2,1,2,0,2,4,3.0,1,1,2,2000000,1000000,200000,1.0,200000.0,2,2,2,0.8,30.0,0.5,20.0,50.0,192.638888888889,4,30.5,170000.0,2.0,102803.8,218782.0,743.0
4114,10,5,4,2,156.842592592593,2015,2,1,1,4.0,110.0,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1.0,31.0,24.0,6,120000.0,2,2,2,2,2,2,2,2,2,3,3,3,2,2,3,1,2,2,2,2,4,1,2,1.0,2,1,2,0,2,4,1.0,4,4,2,3500000,2500000,280000,1.0,280000.0,2,2,2,0.7,20.0,0.5,150.0,50.0,156.842592592593,4,32.5,316600.0,4.0,103814.2,134518.0,743.0
4115,10,5,2,2,156.842592592593,2015,2,1,1,3.0,65.0,2,1,1,2,1,1,1,1,1,2,2,1,1,2,2,1,1.0,31.0,24.0,6,100000.0,2,2,2,2,2,2,2,2,2,3,3,3,2,2,3,1,2,2,2,2,4,1,2,2.0,2,1,2,0,2,1,,3,4,2,1500000,300000,100000,1.0,100000.0,2,2,2,0.5,20.0,0.4,100.0,30.0,156.842592592593,2,65.0,92000.0,3.0,54375.2,104262.0,749.0
4116,10,5,4,2,156.842592592593,2015,2,1,1,4.0,100.0,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1.0,31.0,24.0,6,120000.0,2,2,2,2,2,2,2,2,2,3,3,3,2,2,3,1,2,2,2,2,4,1,2,2.0,2,1,1,0,2,4,1.0,4,4,2,450000,300000,200000,1.0,200000.0,1,2,2,0.7,30.0,0.5,100.0,30.0,156.842592592593,4,45.25,111600.0,3.0,95923.8,158303.0,742.0
4117,10,5,6,2,156.842592592593,2015,2,1,1,4.0,120.0,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1.0,31.0,24.0,6,100000.0,2,2,2,2,2,2,2,2,2,3,3,3,2,2,3,1,2,3,2,2,4,1,1,3.0,2,1,1,0,2,4,1.0,3,4,2,4500000,3000000,290000,1.0,290000.0,1,2,2,0.8,20.0,0.5,150.0,30.0,156.842592592593,6,40.666666666666664,141300.0,3.0,80075.5,173788.0,740.0
4118,10,5,4,2,156.842592592593,2015,2,1,1,4.0,100.0,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1.0,31.0,24.0,6,140000.0,2,2,2,2,2,2,2,2,2,3,3,3,2,2,3,1,2,3,2,2,4,1,2,2.0,2,1,1,0,2,4,3.0,3,4,2,4000000,2500000,200000,1.0,200000.0,1,2,2,0.8,20.0,0.5,150.0,30.0,156.842592592593,4,39.25,400.0,1.0,77940.3,207685.0,745.0
4119,10,5,3,2,156.842592592593,2015,2,1,1,4.0,110.0,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1.0,31.0,24.0,6,120000.0,2,2,2,2,2,2,2,2,2,3,3,3,2,2,3,1,2,2,2,2,4,1,2,2.0,2,1,2,0,2,4,3.0,3,4,2,3000000,1800000,280000,1.0,280000.0,2,2,2,0.7,20.0,0.4,150.0,30.0,156.842592592593,3,48.333333333333336,100200.0,2.0,74102.6,121842.0,745.0
4120,10,5,3,2,156.842592592593,2015,2,1,1,3.0,90.0,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1.0,31.0,24.0,6,120000.0,2,2,2,2,2,2,2,2,2,3,3,3,2,2,3,1,2,2,2,2,4,1,2,1.0,2,1,2,0,2,4,3.0,3,4,2,3000000,2000000,120000,1.0,120000.0,2,2,2,0.7,20.0,0.5,150.0,30.0,156.842592592593,3,43.0,300.0,1.0,82437.3,121792.0,744.0
4121,10,5,3,2,156.842592592593,2015,2,1,1,3.0,90.0,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1.0,31.0,24.0,6,90000.0,2,2,2,2,2,2,2,2,2,3,3,3,2,2,3,1,2,3,2,2,4,1,2,2.0,2,1,2,0,2,4,3.0,3,4,2,3500000,2000000,180000,1.0,180000.0,2,2,2,0.7,20.0,0.4,100.0,20.0,156.842592592593,3,43.666666666666664,100000.0,1.0,80970.95,118548.0,747.0
4122,10,5,4,2,156.842592592593,2015,2,1,1,4.0,100.0,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1.0,31.0,24.0,6,120000.0,2,2,2,2,2,2,2,2,2,3,3,3,2,2,3,1,2,2,2,2,4,1,1,2.0,2,1,2,0,2,4,3.0,3,4,2,4000000,2500000,290000,1.0,290000.0,2,2,2,0.8,20.0,0.5,150.0,40.0,156.842592592593,4,36.0,92700.0,2.0,74629.5,120194.0,743.0
4123,10,5,3,2,156.842592592593,2015,2,1,1,3.0,100.0,2,1,2,2,2,1,1,2,2,2,2,1,1,1,1,1,1.0,31.0,6.0,6,70000.0,4,2,2,2,2,2,2,2,2,3,3,3,1,1,3,2,2,3,3,2,4,1,2,2.0,2,1,2,0,2,4,3.0,4,6,2,0,0,160000,1.0,160000.0,2,2,2,0.5,10.0,0.5,10.0,40.0,156.842592592593,3,44.0,80000.0,1.0,53267.1,109178.0,745.0
4124,10,5,2,2,156.842592592593,2015,2,1,1,4.0,160.0,2,1,2,2,2,1,1,2,2,2,2,1,1,1,1,1,1.0,31.0,6.0,6,70000.0,4,2,2,2,1,1,1,1,1,3,3,3,1,1,3,2,2,4,3,2,4,1,1,2.0,1,1,2,0,2,4,6.0,4,6,2,0,0,250000,1.0,250000.0,2,2,2,0.5,10.0,0.5,10.0,50.0,156.842592592593,2,56.0,110000.0,2.0,9443.0,81567.0,750.0
4125,10,5,1,2,156.842592592593,2015,2,1,1,4.0,210.0,2,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1.0,31.0,6.0,6,60000.0,4,2,2,2,2,2,2,2,2,3,3,3,1,1,3,2,2,3,3,2,4,1,2,1.0,2,1,2,0,2,4,6.0,4,6,2,0,0,90000,1.0,90000.0,2,2,2,0.5,10.0,0.5,10.0,40.0,156.842592592593,1,59.0,70000.0,1.0,18829.1,34439.0,747.0
4126,10,5,3,2,156.842592592593,2015,2,1,1,2.0,90.0,2,1,2,2,2,1,1,2,2,2,2,1,1,1,1,1,1.0,31.0,6.0,6,90000.0,4,1,2,2,1,1,1,1,1,3,3,3,1,1,3,2,2,3,3,2,4,1,1,2.0,2,2,2,160000,1,4,6.0,4,6,2,600000,0,160000,1.0,160000.0,2,2,2,0.5,10.0,0.5,10.0,100.0,156.842592592593,3,31.0,80000.0,1.0,54145.6,45181.0,746.0
4127,10,5,2,2,156.842592592593,2015,2,1,1,3.0,70.0,2,1,2,2,2,1,1,2,2,2,2,1,1,1,1,1,1.0,31.0,6.0,6,70000.0,4,1,2,2,1,1,1,1,1,3,3,3,1,1,3,2,2,4,3,2,4,1,2,2.0,2,1,2,0,2,4,6.0,4,6,2,0,0,150000,1.0,150000.0,2,2,2,0.5,10.0,0.5,10.0,,156.842592592593,2,62.0,150000.0,3.0,65441.1,77887.0,750.0
4128,10,5,5,2,156.842592592593,2015,2,1,1,4.0,110.0,2,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1.0,31.0,6.0,6,115000.0,4,2,2,2,2,2,2,2,2,3,3,3,1,1,3,2,1,2,2,2,4,1,1,3.0,1,2,2,0,2,4,1.0,4,6,2,0,0,380000,1.0,380000.0,2,2,2,0.5,40.0,1.0,30.0,,156.842592592593,5,44.0,320000.0,3.0,55192.0,113012.0,744.0
4129,10,5,3,2,156.842592592593,2015,2,1,1,4.0,160.0,2,1,2,2,2,1,1,2,2,2,2,1,1,1,1,1,1.0,31.0,6.0,6,70000.0,4,2,2,2,2,2,2,2,2,3,3,3,1,1,3,2,2,3,3,2,4,1,2,2.0,2,1,2,0,2,4,3.0,4,6,2,0,0,180000,1.0,180000.0,2,2,2,0.5,10.0,0.5,,100.0,156.842592592593,3,50.666666666666664,92000.0,2.0,67410.0,112503.0,747.0
4130,10,5,1,2,156.842592592593,2015,2,1,1,1.0,40.0,2,1,2,2,2,1,1,2,2,2,2,1,2,2,2,1,1.0,31.0,6.0,9,7.0,4,2,2,2,1,2,1,1,1,3,3,3,1,1,3,2,2,4,3,2,4,1,2,,2,1,2,0,2,4,6.0,4,6,2,0,0,80000,1.0,80000.0,2,2,2,0.5,,0.5,,100.0,156.842592592593,1,82.0,35000.0,1.0,92076.8,25684.0,756.0
4131,10,5,3,2,156.842592592593,2015,2,1,1,3.0,160.0,2,1,2,2,2,1,1,2,2,2,2,1,1,1,1,1,1.0,31.0,6.0,6,95000.0,4,2,2,2,1,1,1,2,1,3,3,3,1,1,3,2,2,4,3,2,4,1,2,2.0,2,1,2,0,2,4,3.0,4,6,2,0,0,120000,1.0,120000.0,2,2,2,0.5,40.0,0.6,60.0,40.0,156.842592592593,3,42.666666666666664,6000.0,1.0,83566.3,227802.0,746.0
4132,10,6,4,1,156.33024691358,2015,2,1,1,4.0,132.0,2,1,1,1,2,1,1,1,1,2,2,1,1,2,2,1,1.0,30.0,12.0,6,150000.0,2,2,2,2,2,2,2,1,1,2,2,3,2,2,3,2,2,4,2,2,4,1,1,2.0,2,2,2,450000,1,1,,2,5,2,800000,500000,250000,1.0,250000.0,2,2,2,1.0,100.0,0.8,,100.0,156.33024691358,4,43.25,155500.0,5.0,61947.5,111947.0,800755.0
4133,10,6,6,1,156.33024691358,2015,2,1,1,5.0,180.0,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1.0,30.0,12.0,3,130000.0,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,3,2,2,4,1,1,2.0,1,1,2,150000,1,4,3.0,3,4,2,1200000,800000,300000,1.0,300000.0,2,2,2,1.5,100.0,0.8,,100.0,156.33024691358,6,33.166666666666664,85000.0,2.0,90290.57,190376.0,744.0
4134,10,6,7,1,156.33024691358,2015,2,1,1,5.0,223.0,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1.0,30.0,12.0,6,180000.0,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,3,2,2,4,1,1,2.0,1,1,2,520000,1,1,,3,3,2,1500000,1000000,400000,1.0,400000.0,2,2,2,1.5,100.0,0.6,,100.0,156.33024691358,7,26.428571428571427,180000.0,3.0,123326.47,185345.0,1440745.0
4135,10,6,4,1,156.33024691358,2015,2,1,1,5.0,231.0,2,1,2,2,2,1,1,2,1,2,2,1,1,2,2,1,2.0,30.0,12.0,6,90000.0,2,2,2,2,2,2,2,1,1,2,2,3,2,2,3,2,2,4,2,2,4,1,2,2.0,1,2,2,200000,1,4,6.0,3,4,2,800000,500000,250000,1.0,250000.0,2,2,2,1.0,100.0,0.8,,50.0,156.33024691358,4,39.75,150000.0,2.0,69281.91,261265.0,751.0
4136,10,6,6,1,156.33024691358,2015,2,1,1,5.0,143.0,2,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1.0,30.0,12.0,6,120000.0,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,3,2,2,4,1,2,2.0,2,1,2,100000,1,4,3.0,3,4,2,1000000,600000,300000,1.0,300000.0,1,2,2,1.0,50.0,0.8,,,156.33024691358,6,28.333333333333332,110000.0,2.0,86406.05,503538.0,744.0
4137,10,6,2,1,156.33024691358,2015,2,1,1,4.0,147.0,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1.0,30.0,12.0,3,60000.0,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,3,2,2,4,1,2,1.0,1,1,2,120000,1,4,3.0,2,4,2,500000,300000,150000,1.0,150000.0,2,2,2,0.6,50.0,0.5,,30.0,156.33024691358,2,35.0,53000.0,2.0,71636.53,178591.0,745.0
4138,10,6,1,1,156.33024691358,2015,2,1,5,3.0,91.0,2,1,1,1,2,1,1,1,1,1,2,1,1,2,2,1,1.0,30.0,12.0,2,48000.0,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,3,2,2,4,1,2,1.0,2,1,2,60000,1,4,3.0,2,4,2,250000,150000,60000,1.0,60000.0,2,2,2,0.5,50.0,0.4,,50.0,156.33024691358,1,57.0,30100.0,2.0,61699.95,167866.0,748.0
4139,10,6,2,1,156.33024691358,2015,2,1,1,4.0,117.0,2,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1.0,30.0,12.0,6,75000.0,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,3,2,2,4,1,2,1.0,2,1,2,300000,1,1,,2,4,2,500000,250000,120000,1.0,120000.0,2,2,2,0.5,50.0,0.5,,50.0,156.33024691358,2,20.0,77500.0,2.0,70091.3,217620.0,749.0
4140,10,6,5,1,156.33024691358,2015,2,1,1,5.0,190.0,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1.0,30.0,12.0,6,145000.0,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,3,2,2,4,1,1,1.0,2,1,2,470000,1,4,3.0,2,4,2,1000000,500000,250000,1.0,250000.0,1,2,2,1.0,50.0,0.6,,100.0,156.33024691358,5,24.6,250000.0,1.0,96688.05,364589.0,540745.0
4141,10,6,5,2,146.666666666667,2015,2,4,1,4.0,100.0,2,1,2,2,1,1,1,2,1,1,2,1,1,2,2,1,2.0,31.0,24.0,6,170000.0,4,2,2,2,1,1,1,2,2,2,2,3,2,3,3,2,2,4,2,2,4,1,1,1.0,1,1,2,220000,1,4,3.0,1,3,2,0,300000,100000,1.0,100000.0,2,2,1,1.0,200.0,0.4,,,146.666666666667,5,41.0,136000.0,3.0,117873.7,99062.0,748.0
4142,10,6,4,2,146.666666666667,2015,2,1,1,5.0,130.0,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1.0,31.0,24.0,6,180000.0,4,2,2,2,1,2,2,2,2,2,2,3,2,3,3,2,2,2,3,2,2,1,1,2.0,1,1,1,1000000,1,4,6.0,3,3,2,0,600000,200000,1.0,200000.0,2,2,1,1.0,300.0,1.0,,100.0,146.666666666667,4,48.75,225000.0,4.0,167737.5,205474.0,745.0
