recno,date,region,household_size,area_type,weight,year,household_has_special_education_children,housing_type,dwelling_ownership,number_of_rooms,dwelling_space_sqm,moved_last_5_years,has_centralized_water,has_hot_water,has_centralized_sanitation,has_local_sanitation,has_outside_toilet,has_gas,has_bathtub_shower,has_kitchen,has_telephone,has_radio,has_electricity,has_mobile,has_computer,has_internet,water_source,water_tap_location,potable_water_hours_day,potable_water_24h,main_heating_energy,heating_spend_last_winter_amd,garbage_disposal,complaint_floor_space,complaint_noise,complaint_light,complaint_heating,complaint_humidity,complaint_leaking_roof,complaint_walls_floor,complaint_windows_doors,complaint_traffic,complaint_pollution,complaint_elevator,complaint_water_supply,complaint_garbage,complaint_common_areas,complaint_green_areas,complaint_other,dwelling_condition_estimate,dwelling_renovated,building_new_house,has_other_dwelling,any_member_household_own_work,engaged_cattle_breeding,id_number_household_member_who_11,household_sent_money_goods_12m,household_received_money_goods_12m,lent_money_12m,family_debt_amount,borrowed_money_12m,registered_poverty_benefit,reason_not_registered_benefit,benefit_system_justified,share_families_really_vulnerable,humanitarian_assistance_12m,money_family_need_monthly_live,drm_in_amd,drm_in_amd_2,money_family_need_monthly_make,amd_3,household_has_car,eligible_salary_pension_not_received,hired_household_workers_12m,food_which_usually_consumed_daily,food_which_usually_consumed_daily_2,food_which_usually_consumed_daily_3,food_which_usually_consumed_daily_5,food_which_usually_consumed_daily_8,sample_weight,household_member_count,household_mean_age,household_income_total,household_income_source_count,food_purchases_total,services_goods_total,goods_services_total
41,1,1,2,0,326.87962962963,2015,2,2,1,2.0,72.0,2,1,1,1,2,2,1,1,1,1,2,1,1,2,2,1,1.0,30.0,24.0,3,80000.0,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,3,3,2,4,2,2,,2,2,2,100000,1,4,3.0,3,5,2,700000,500000,300000,1.0,300000.0,2,2,2,0.4,20.0,0.2,10.0,50.0,326.87962962963,2,75.5,87000.0,2.0,115297.55,149514.0,749.0
42,1,1,6,0,326.87962962963,2015,2,2,1,4.0,95.0,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1.0,30.0,24.0,3,150000.0,3,1,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,3,2,2,4,2,2,1.0,2,2,2,0,2,4,1.0,4,6,2,900000,800000,500000,1.0,500000.0,2,2,2,1.0,50.0,1.0,20.0,100.0,326.87962962963,6,36.0,305000.0,3.0,174062.0,538638.0,742.0
43,1,1,5,0,326.87962962963,2015,2,2,1,4.0,95.0,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1.0,30.0,24.0,3,150000.0,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,2,2.0,2,2,2,0,2,4,3.0,4,6,2,900000,700000,400000,1.0,400000.0,2,2,2,1.0,30.0,0.4,30.0,200.0,326.87962962963,5,47.2,177000.0,4.0,123774.4,403538.0,744.0
44,1,1,4,0,326.87962962963,2015,2,2,5,3.0,80.0,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1.0,30.0,24.0,3,80000.0,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,3,2,4,2,2,2.0,2,1,2,0,2,4,3.0,3,6,2,900000,600000,300000,1.0,300000.0,2,2,2,0.4,30.0,0.3,20.0,50.0,326.87962962963,4,24.5,70000.0,1.0,105612.75,246875.0,748.0
45,1,1,3,0,326.87962962963,2015,2,2,1,4.0,96.0,2,1,1,1,2,2,1,1,1,1,2,1,1,2,2,1,1.0,30.0,24.0,2,100000.0,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3.0,2,2,2,430000,1,4,1.0,4,6,2,900000,700000,500000,1.0,500000.0,1,2,2,0.5,50.0,0.8,50.0,100.0,326.87962962963,3,54.333333333333336,276000.0,3.0,139700.2,357424.0,2384403.0
46,1,1,5,0,92.6574074074074,2015,2,2,1,3.0,96.0,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1.0,31.0,24.0,3,140000.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2.0,2,2,2,0,2,4,7.0,1,1,2,1000000,700000,300000,1.0,300000.0,1,2,2,1.0,50.0,0.5,,20.0,92.6574074074074,5,44.8,290000.0,5.0,74477.45,492847.0,747.0
47,1,1,3,0,92.6574074074074,2015,2,2,3,2.0,83.0,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1.0,31.0,24.0,3,150000.0,3,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,3,2,4,2,2,1.0,2,2,2,0,2,4,7.0,1,1,2,2500000,650000,250000,1.0,250000.0,1,2,2,0.5,50.0,0.5,50.0,300.0,92.6574074074074,3,37.333333333333336,350000.0,2.0,66644.2,750695.0,743.0
48,1,1,3,0,92.6574074074074,2015,2,2,1,2.0,83.0,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1.0,31.0,24.0,3,180000.0,3,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,4,2,2,2.0,2,2,2,1500000,2,4,1.0,4,6,2,1000000,450000,250000,1.0,250000.0,2,2,2,0.5,20.0,0.3,50.0,50.0,92.6574074074074,3,25.666666666666668,524000.0,2.0,82973.45,434525.0,745.0
49,1,1,3,0,92.6574074074074,2015,2,2,1,3.0,96.0,2,1,1,1,2,2,2,1,1,1,2,1,1,1,1,1,1.0,31.0,24.0,2,100000.0,1,2,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,2,,2,2,2,0,2,4,3.0,4,6,2,1000000,600000,300000,1.0,300000.0,1,2,2,0.5,30.0,0.2,40.0,50.0,92.6574074074074,3,40.333333333333336,690000.0,3.0,71249.8,461820.0,746.0
50,1,1,3,0,92.6574074074074,2015,2,2,1,3.0,96.0,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1.0,31.0,24.0,3,80000.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,4,2,2,2.0,2,2,2,0,2,4,3.0,1,1,2,350000,250000,150000,1.0,150000.0,1,2,2,0.5,100.0,0.5,50.0,100.0,92.6574074074074,3,39.0,350000.0,2.0,81100.4,379564.0,744.0
51,1,1,5,0,92.6574074074074,2015,2,2,1,3.0,96.0,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1.0,31.0,24.0,3,180000.0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,4,2,2,,2,2,2,2000000,1,4,7.0,2,5,2,10000,2000,1000,3.0,475730.0,2,2,2,1.0,50.0,1.0,,40.0,92.6574074074074,5,35.8,200000.0,3.0,112298.15,641742.0,748.0
52,1,1,5,0,92.6574074074074,2015,2,2,1,3.0,96.0,2,1,1,1,2,2,1,1,1,3,2,1,1,1,1,1,1.0,31.0,24.0,3,150000.0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,4,2,2,2.0,2,2,2,0,2,4,1.0,2,5,2,2000000,1500000,250000,1.0,250000.0,1,2,2,1.0,100.0,0.4,60.0,200.0,92.6574074074074,5,42.2,1650000.0,5.0,75214.45,629092.0,742.0
53,1,1,2,0,92.6574074074074,2015,2,2,1,3.0,96.0,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1.0,30.0,24.0,3,150000.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,4,2,2,2.0,2,2,2,0,2,4,3.0,2,5,2,1000,400,300,3.0,142719.0,2,2,2,0.4,20.0,0.2,20.0,80.0,92.6574074074074,2,71.5,87000.0,2.0,55868.25,207982.0,748.0
54,1,1,2,0,92.6574074074074,2015,2,2,5,2.0,83.0,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1.0,31.0,24.0,3,7.0,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,4,2,2,,2,1,2,0,2,4,6.0,4,6,2,2000000,800000,400000,1.0,400000.0,2,2,2,0.3,10.0,0.2,,40.0,92.6574074074074,2,19.5,200000.0,1.0,67336.3,1012491.0,749.0
55,1,1,2,0,294.296296296296,2015,2,2,1,4.0,120.0,2,1,2,1,2,2,1,3,1,1,2,1,1,1,1,1,1.0,31.0,24.0,2,80000.0,1,2,2,2,1,1,2,1,2,3,3,3,2,2,2,2,2,3,3,2,4,2,2,,2,1,2,0,2,4,3.0,1,3,2,0,0,0,,,2,2,2,0.3,20.0,1.0,,100.0,294.296296296296,2,30.5,100000.0,1.0,85033.0,275881.0,751.0
56,1,1,7,0,294.296296296296,2015,2,2,1,4.0,110.0,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1.0,31.0,24.0,2,160000.0,1,1,2,2,1,2,2,2,2,3,3,2,2,2,1,2,2,3,2,2,4,2,2,2.0,2,1,2,0,2,4,3.0,3,3,2,0,0,0,,,2,2,2,1.2,100.0,0.5,200.0,100.0,294.296296296296,7,35.714285714285715,330000.0,4.0,136554.2,531583.0,749.0
57,1,1,4,0,294.296296296296,2015,2,2,1,4.0,90.0,2,1,1,1,2,2,2,1,1,2,2,1,1,1,1,1,1.0,31.0,24.0,2,150000.0,1,2,2,2,1,2,2,2,2,3,3,2,2,1,2,1,2,3,2,2,4,2,2,2.0,2,2,2,0,2,4,3.0,1,3,2,0,0,0,,,1,2,2,1.0,100.0,0.4,100.0,100.0,294.296296296296,4,25.75,350000.0,1.0,180670.05,1150293.0,743.0
58,1,1,2,0,294.296296296296,2015,2,2,1,1.0,47.0,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1.0,31.0,24.0,3,120000.0,1,1,2,2,1,1,2,2,2,3,3,2,2,2,1,1,2,3,3,2,4,2,2,2.0,2,2,2,0,2,4,1.0,1,1,2,0,0,0,,,2,2,2,0.5,20.0,0.2,30.0,50.0,294.296296296296,2,53.5,127000.0,2.0,95491.2,164383.0,750.0
59,1,1,5,0,294.296296296296,2015,2,2,3,2.0,56.0,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1.0,31.0,24.0,3,240000.0,1,1,2,1,2,1,1,1,1,3,3,3,2,2,2,2,2,3,3,2,4,2,2,1.0,2,2,2,2000000,1,2,,1,1,2,0,0,0,,,2,2,2,1.0,100.0,0.8,200.0,100.0,294.296296296296,5,27.4,236000.0,2.0,159675.7,269944.0,747.0
60,1,1,5,0,294.296296296296,2015,2,2,1,2.0,63.0,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1.0,31.0,24.0,3,130000.0,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,3,2,4,2,2,1.0,2,1,2,500000,1,1,,1,2,2,0,0,0,,,2,2,2,1.5,100.0,1.5,100.0,100.0,294.296296296296,5,23.6,178000.0,2.0,106117.85,876009.0,747.0
61,1,1,1,0,294.296296296296,2015,2,2,1,1.0,42.0,2,1,2,1,2,2,1,3,1,2,2,1,2,2,2,1,1.0,31.0,24.0,9,7.0,1,2,2,2,1,2,2,1,1,3,3,2,2,2,2,2,2,3,3,2,4,2,2,,2,2,2,0,2,1,,1,1,1,0,0,100000,1.0,100000.0,2,2,2,0.2,,0.1,,20.0,294.296296296296,1,57.0,44000.0,2.0,78820.8,62812.0,758.0
62,1,1,6,0,294.296296296296,2015,2,2,1,3.0,72.0,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1.0,31.0,24.0,3,150000.0,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,4,2,2,2.0,2,2,2,100000,1,4,3.0,1,6,2,0,700000,0,,,1,2,2,2.0,100.0,1.5,100.0,100.0,294.296296296296,6,35.333333333333336,422000.0,4.0,164898.55,1230563.0,777480.0
63,1,1,2,0,294.296296296296,2015,2,1,3,1.0,49.0,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1.0,31.0,24.0,3,200000.0,1,2,2,1,2,1,2,2,2,3,3,3,2,2,2,2,2,4,3,2,4,2,2,1.0,2,2,2,4700000,2,4,3.0,1,3,2,0,0,0,,,1,2,2,0.5,50.0,1.0,50.0,,294.296296296296,2,47.5,660000.0,2.0,99841.65,368543.0,751.0
64,1,1,4,0,164.703703703704,2015,2,2,3,3.0,74.0,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1.0,31.0,24.0,2,150000.0,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,3,3,2,4,2,2,,2,1,2,250000,1,4,3.0,1,3,2,5000,2500,300000,1.0,300000.0,2,2,2,1.0,50.0,0.2,,50.0,164.703703703704,4,22.0,85100.0,2.0,162997.75,267999.0,747.0
65,1,1,2,0,164.703703703704,2015,2,2,1,3.0,74.0,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1.0,31.0,24.0,3,100000.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,3,3,2,4,2,2,,2,1,2,0,2,4,3.0,1,3,2,3000,1500,200000,1.0,200000.0,2,2,2,1.0,30.0,0.3,,25.0,164.703703703704,2,65.0,85150.0,3.0,94714.0,148602.0,747.0
66,1,1,5,0,164.703703703704,2015,2,2,1,3.0,74.0,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1.0,31.0,24.0,3,140000.0,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,3,3,2,4,2,2,,2,2,2,1870000,1,4,3.0,1,3,2,2000000,600000,300000,1.0,300000.0,1,2,2,1.0,50.0,0.3,,50.0,164.703703703704,5,30.4,120000.0,2.0,138494.7,486116.0,745.0
67,1,1,6,0,164.703703703704,2015,2,2,1,3.0,74.0,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1.0,31.0,24.0,3,150000.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,3,2,4,2,2,2.0,2,2,2,2400000,1,4,3.0,1,4,2,5000,2000,400000,1.0,400000.0,1,2,2,1.0,70.0,0.5,,70.0,164.703703703704,6,35.5,300000.0,3.0,93861.3,411835.0,743.0
68,1,1,4,0,164.703703703704,2015,2,2,1,3.0,74.0,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1.0,31.0,24.0,3,120000.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,3,3,2,4,2,2,,2,2,2,700000,1,4,3.0,1,3,2,5000,2500,500000,1.0,500000.0,1,2,2,1.0,50.0,0.4,,50.0,164.703703703704,4,20.0,250000.0,1.0,130405.9,294449.0,744.0
69,1,1,2,0,164.703703703704,2015,2,2,3,3.0,74.0,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1.0,31.0,24.0,2,80000.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,4,2,2,,2,1,2,0,2,4,3.0,1,2,2,5000,2500,300000,1.0,300000.0,2,2,2,0.5,,0.2,,20.0,164.703703703704,2,25.0,475000.0,2.0,97233.9,203726.0,749.0
70,1,1,1,0,164.703703703704,2015,2,2,1,3.0,74.0,2,1,1,1,2,2,1,1,1,1,2,1,1,2,2,1,1.0,31.0,24.0,3,90000.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,4,2,2,,2,1,2,0,2,4,3.0,1,2,2,4000,2000,300000,1.0,300000.0,2,2,2,0.5,,0.1,,10.0,164.703703703704,1,76.0,40000.0,1.0,25157.8,83657.0,753.0
71,1,1,4,0,164.703703703704,2015,2,2,1,3.0,74.0,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1.0,31.0,24.0,3,100000.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,3,3,2,4,2,2,,2,1,2,200000,1,4,3.0,1,3,2,5000,2500,200000,1.0,200000.0,2,2,2,1.0,,0.3,,30.0,164.703703703704,4,20.25,170000.0,1.0,123341.3,202445.0,747.0
72,1,1,5,0,164.703703703704,2015,2,2,1,3.0,74.0,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1.0,31.0,24.0,3,150000.0,1,1,1,2,1,1,2,2,2,2,2,1,2,2,2,1,2,3,3,2,4,2,2,,2,2,2,350000,1,4,3.0,1,3,2,2000000,3000,300000,1.0,300000.0,2,2,2,1.0,50.0,0.5,,50.0,164.703703703704,5,41.0,200000.0,2.0,122504.7,546379.0,746.0
73,1,1,7,0,118.388888888889,2015,2,2,1,4.0,73.0,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1.0,31.0,24.0,3,75000.0,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,4,2,2,4.0,2,1,2,0,2,1,,4,6,1,0,0,500000,1.0,500000.0,2,2,2,1.5,50.0,0.8,,100.0,118.388888888889,7,38.285714285714285,320000.0,6.0,157426.32,340832.0,747.0
74,1,1,1,0,118.388888888889,2015,2,2,1,2.0,59.0,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1.0,31.0,24.0,3,120000.0,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,1.0,1,1,2,0,2,4,3.0,3,3,2,0,0,200000,1.0,200000.0,2,2,2,0.4,20.0,0.5,20.0,50.0,118.388888888889,1,53.0,30000.0,1.0,126729.13,412077.0,746.0
75,1,1,1,0,118.388888888889,2015,2,2,1,2.0,59.0,1,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1.0,31.0,24.0,3,150000.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,,2,1,2,0,2,4,1.0,1,1,2,0,0,200000,1.0,200000.0,1,2,2,0.3,10.0,0.4,,50.0,118.388888888889,1,21.0,250000.0,2.0,132518.19,582062.0,1200750.0
76,1,1,9,0,118.388888888889,2015,2,2,1,2.0,59.0,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1.0,31.0,24.0,3,250000.0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,4,2,2,1.0,2,2,2,3650000,1,4,2.0,2,4,1,0,0,800000,1.0,800000.0,1,2,2,2.0,500.0,2.0,100.0,200.0,118.388888888889,9,31.88888888888889,337000.0,7.0,341457.17,654066.0,744.0
77,1,1,2,0,118.388888888889,2015,2,2,1,2.0,62.0,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1.0,31.0,24.0,3,200000.0,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,4,2,2,,2,2,2,1500000,2,4,3.0,2,4,2,0,0,250000,1.0,250000.0,2,2,2,0.5,10.0,0.5,20.0,50.0,118.388888888889,2,59.0,174000.0,2.0,126979.99,1123545.0,750.0
78,1,1,5,0,118.388888888889,2015,2,2,1,2.0,62.0,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1.0,31.0,24.0,3,200000.0,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,1.0,2,2,2,0,2,4,3.0,2,5,2,0,1000000,600000,1.0,600000.0,1,2,2,0.5,100.0,1.0,30.0,50.0,118.388888888889,5,32.0,238000.0,2.0,172432.23,369619.0,340747.0
79,1,1,1,0,118.388888888889,2015,2,2,1,1.0,44.0,2,1,1,1,2,2,2,1,1,1,2,1,1,2,2,1,1.0,31.0,24.0,2,75000.0,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,1.0,2,1,2,0,2,4,3.0,3,4,2,0,0,150000,1.0,150000.0,2,2,2,0.3,40.0,0.5,10.0,50.0,118.388888888889,1,74.0,68000.0,2.0,115553.7,114076.0,748.0
80,1,1,6,0,118.388888888889,2015,2,2,1,2.0,62.0,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1.0,31.0,24.0,3,250000.0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,2,2,2,1000000,2,4,3.0,2,3,2,0,0,600000,1.0,600000.0,1,2,2,2.0,100.0,1.0,20.0,50.0,118.388888888889,6,44.333333333333336,549000.0,6.0,198918.77,401173.0,744.0
81,1,1,4,0,118.388888888889,2015,2,2,3,2.0,62.0,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1.0,31.0,24.0,3,120000.0,1,2,2,2,1,1,2,1,1,2,2,1,2,2,2,2,2,3,3,2,2,2,2,2.0,2,1,2,600000,1,4,3.0,3,4,2,0,0,500000,1.0,500000.0,2,2,2,1.0,70.0,0.4,20.0,50.0,118.388888888889,4,24.75,30000.0,2.0,147301.66,277792.0,744.0
82,1,1,2,0,254.351851851852,2015,2,1,3,2.0,50.0,1,1,1,1,2,1,1,1,1,2,2,1,1,2,2,1,1.0,31.0,24.0,0,,2,2,2,1,2,1,2,1,1,2,2,3,2,2,3,1,2,3,3,2,4,2,2,2.0,1,1,2,500000,1,4,1.0,2,3,2,2000000,1000000,800000,1.0,800000.0,2,2,2,0.3,20.0,0.4,20.0,10.0,254.351851851852,2,23.0,750000.0,2.0,155014.12,361656.0,753.0
83,1,1,2,0,254.351851851852,2015,2,1,1,2.0,46.0,2,1,2,1,2,1,1,1,1,1,2,1,1,2,2,1,1.0,31.0,24.0,6,130000.0,2,2,2,2,1,1,1,2,2,2,2,3,2,2,3,1,2,3,2,2,4,1,1,2.0,2,2,2,780000,1,4,6.0,3,4,2,0,500000,280000,1.0,280000.0,2,2,2,0.4,10.0,0.4,10.0,10.0,254.351851851852,2,62.5,104500.0,2.0,60853.46,152938.0,751.0
84,1,1,4,0,254.351851851852,2015,2,1,2,3.0,64.0,2,1,1,1,2,2,1,1,1,2,2,1,1,1,2,1,1.0,31.0,24.0,3,120000.0,2,1,2,2,1,1,2,1,1,2,2,3,2,2,3,1,2,3,2,2,4,2,2,2.0,1,2,2,150000,1,4,6.0,3,4,2,0,600000,400000,1.0,400000.0,2,2,2,0.5,12.0,0.5,10.0,10.0,254.351851851852,4,30.25,120000.0,2.0,78412.95,196977.0,749.0
85,1,1,6,0,254.351851851852,2015,2,1,2,2.0,60.0,2,1,1,1,2,2,1,1,2,2,2,1,1,1,1,1,1.0,31.0,24.0,6,7.0,2,1,1,1,2,1,2,1,1,2,2,3,2,2,3,1,2,3,2,2,4,2,2,,2,1,2,800000,1,4,5.0,3,4,2,0,2000,1000,3.0,475730.0,2,2,2,1.0,25.0,1.5,30.0,10.0,254.351851851852,6,29.0,166000.0,3.0,237225.89,240351.0,1430946.0
86,1,1,6,0,254.351851851852,2015,2,1,1,4.0,115.0,2,1,1,1,2,2,1,1,1,1,2,1,1,2,2,1,1.0,31.0,24.0,3,170000.0,3,2,2,2,1,1,1,2,2,2,3,3,2,2,3,1,1,3,2,2,4,2,2,2.0,2,1,2,560000,1,4,3.0,3,4,2,0,1000000,700000,1.0,700000.0,1,2,2,1.0,25.0,1.0,25.0,20.0,254.351851851852,6,35.666666666666664,213000.0,4.0,171261.19,1715007.0,160748.0
87,1,1,6,0,254.351851851852,2015,2,1,1,3.0,200.0,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1.0,31.0,24.0,6,90000.0,2,2,2,1,1,1,2,2,2,2,2,3,2,1,3,1,2,3,2,2,4,2,2,,2,2,2,50000,2,4,3.0,2,3,2,1600000,700000,350000,1.0,350000.0,2,2,2,1.0,,2.0,10.0,25.0,254.351851851852,6,24.833333333333332,120000.0,2.0,146389.2,228228.0,749.0
88,1,1,2,0,254.351851851852,2015,2,1,2,3.0,79.0,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1.0,31.0,24.0,3,48000.0,2,1,2,1,1,1,1,1,1,2,2,3,2,2,3,1,2,3,2,2,4,2,2,1.0,2,1,2,0,1,4,6.0,2,3,2,0,800000,380000,1.0,380000.0,2,2,2,0.2,10.0,0.7,10.0,5.0,254.351851851852,2,36.0,60000.0,1.0,91606.42,147278.0,749.0
89,1,1,7,0,254.351851851852,2015,2,1,2,3.0,85.0,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1.0,31.0,24.0,6,120000.0,2,1,2,1,2,1,2,2,2,2,2,3,2,2,3,1,2,5,2,2,4,2,1,2.0,2,1,2,800000,2,4,6.0,3,3,2,1000000,800000,400000,1.0,400000.0,2,2,2,1.5,20.0,1.0,25.0,,254.351851851852,7,34.857142857142854,238300.0,4.0,55184.2,573941.0,745.0
90,1,1,2,0,254.351851851852,2015,2,1,1,2.0,67.0,2,1,2,1,2,1,1,2,1,2,2,1,1,2,2,1,1.0,31.0,24.0,2,52000.0,2,1,2,1,1,1,1,1,1,2,2,3,2,2,3,1,2,3,2,2,4,2,2,1.0,2,1,2,650000,1,4,3.0,3,4,2,0,500000,250000,1.0,250000.0,2,2,2,0.4,,0.25,14.0,5.0,254.351851851852,2,45.5,27000.0,1.0,59537.32,99417.0,754.0
91,1,1,1,0,173.953703703704,2015,2,2,1,3.0,78.0,2,1,2,1,2,2,1,1,1,1,2,1,1,1,2,1,1.0,31.0,24.0,3,80000.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,4,2,2,1.0,2,2,2,0,2,4,3.0,1,1,2,0,240000,80000,1.0,80000.0,2,2,2,0.2,10.0,0.3,,10.0,173.953703703704,1,57.0,60000.0,1.0,36731.2,98180.0,748.0
92,1,1,5,0,173.953703703704,2015,2,2,1,3.0,83.0,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1.0,31.0,24.0,3,280000.0,1,2,2,2,2,1,2,2,2,2,2,3,2,2,1,2,2,3,3,2,4,2,2,5.0,2,2,2,3000000,1,4,1.0,2,3,2,0,2000,400000,1.0,400000.0,1,2,2,1.0,100.0,0.7,50.0,100.0,173.953703703704,5,23.4,218000.0,2.0,201289.77,626425.0,6000754.0
93,1,1,2,0,173.953703703704,2015,2,1,1,4.0,78.0,2,1,1,1,2,2,1,1,1,1,2,1,1,2,2,1,1.0,31.0,24.0,3,180000.0,2,2,2,2,1,2,2,2,2,2,2,3,2,2,3,2,2,4,3,2,4,2,2,,2,1,2,0,2,4,3.0,3,6,2,0,350000,100000,1.0,100000.0,2,2,2,0.3,10.0,0.2,,30.0,173.953703703704,2,85.5,68000.0,2.0,20131.7,139064.0,752.0
94,1,1,6,0,173.953703703704,2015,2,1,1,3.0,74.0,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1.0,31.0,18.0,3,220000.0,2,1,1,2,1,1,2,1,1,2,2,3,2,2,3,1,2,4,3,2,4,2,2,5.0,1,2,2,700000,1,4,3.0,2,3,2,0,1000000,200000,1.0,200000.0,2,2,2,1.0,50.0,0.6,20.0,25.0,173.953703703704,6,24.666666666666668,90000.0,2.0,85298.4,306149.0,749.0
95,1,1,3,0,173.953703703704,2015,2,1,1,2.0,70.0,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1.0,31.0,24.0,2,90000.0,1,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,3,2,2,4,2,2,2.0,2,1,2,192500,1,4,3.0,2,2,2,5000,1000000,250000,1.0,250000.0,2,2,2,1.0,50.0,1.0,,100.0,173.953703703704,3,46.0,321000.0,3.0,86060.75,377012.0,746.0
96,1,1,3,0,173.953703703704,2015,2,1,1,2.0,52.0,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1.0,31.0,24.0,3,7.0,1,2,2,2,2,1,2,1,2,2,2,3,2,2,3,1,2,3,1,2,4,2,2,,2,1,2,8200000,1,4,5.0,1,1,2,1000000,300000,0,,,2,2,2,0.3,60.0,0.6,,70.0,173.953703703704,3,61.666666666666664,60000.0,2.0,132152.7,354099.0,17000748.0
