category,marz,year,value
Number of hospital beds,Vayots Dzor,2012,95.0
Number of hospital beds,Vayots Dzor,2013,95.0
Number of hospital beds,Vayots Dzor,2014,80.0
Number of hospital beds,Vayots Dzor,2015,80.0
Number of hospital beds,Vayots Dzor,2016,85.0
Number of hospital beds,Vayots Dzor,2017,85.0
Number of hospital beds,Vayots Dzor,2018,85.0
Number of hospital beds,Vayots Dzor,2019,85.0
Number of hospital beds,Vayots Dzor,2020,85.0
Number of hospital beds,Vayots Dzor,2021,85.0
Number of hospital beds,Vayots Dzor,2022,85.0
Number of hospital beds,Vayots Dzor,2023,85.0
Number of hospital beds,Vayots Dzor,2024,193.0
Number of hospital beds,Tavush,2011,273.0
Number of hospital beds,Tavush,2012,294.0
Number of hospital beds,Tavush,2013,273.0
Number of hospital beds,Tavush,2014,273.0
Number of hospital beds,Tavush,2015,258.0
Number of hospital beds,Tavush,2016,258.0
Number of hospital beds,Tavush,2017,257.0
Number of hospital beds,Tavush,2018,232.0
Number of hospital beds,Tavush,2019,232.0
Number of hospital beds,Tavush,2020,267.0
Number of hospital beds,Tavush,2021,219.0
Number of hospital beds,Tavush,2022,216.0
Number of hospital beds,Tavush,2023,216.0
Number of hospital beds,Tavush,2024,377.0
Number of hospital beds,Total Ra,2011,12236.0
Number of hospital beds,Total Ra,2012,12241.0
Number of hospital beds,Total Ra,2013,12268.0
Number of hospital beds,Total Ra,2014,12514.0
Number of hospital beds,Total Ra,2015,12532.0
Number of hospital beds,Total Ra,2016,12493.0
Number of hospital beds,Total Ra,2017,12457.0
Number of hospital beds,Total Ra,2018,12153.0
Number of hospital beds,Total Ra,2019,11778.0
Number of hospital beds,Total Ra,2020,12871.0
Number of hospital beds,Total Ra,2021,12708.0
Number of hospital beds,Total Ra,2022,12109.0
Number of hospital beds,Total Ra,2023,12480.0
Number of hospital beds,Total Ra,2024,12113.0
Number of hospitalized patients,Yerevan,2011,236816.0
Number of hospitalized patients,Yerevan,2012,261737.0
Number of hospitalized patients,Yerevan,2013,255576.0
Number of hospitalized patients,Yerevan,2014,279491.0
Number of hospitalized patients,Yerevan,2015,273023.0
Number of hospitalized patients,Yerevan,2016,279477.0
Number of hospitalized patients,Yerevan,2017,283386.0
Number of hospitalized patients,Yerevan,2018,291402.0
Number of hospitalized patients,Yerevan,2019,306581.0
Number of hospitalized patients,Yerevan,2020,277101.0
Number of hospitalized patients,Yerevan,2021,339097.0
Number of hospitalized patients,Yerevan,2022,341075.0
Number of hospitalized patients,Yerevan,2023,352906.0
Number of hospitalized patients,Yerevan,2024,389676.0
Number of hospitalized patients,Aragatsotn,2011,5622.0
Number of hospitalized patients,Aragatsotn,2012,5773.0
Number of hospitalized patients,Aragatsotn,2013,5801.0
Number of hospitalized patients,Aragatsotn,2014,6049.0
Number of hospitalized patients,Aragatsotn,2015,5456.0
Number of hospitalized patients,Aragatsotn,2016,5376.0
Number of hospitalized patients,Aragatsotn,2017,5067.0
Number of hospitalized patients,Aragatsotn,2018,5231.0
Number of hospitalized patients,Aragatsotn,2019,6642.0
Number of hospitalized patients,Aragatsotn,2020,5638.0
Number of hospitalized patients,Aragatsotn,2021,6509.0
Number of hospitalized patients,Aragatsotn,2022,6096.0
Number of hospitalized patients,Aragatsotn,2023,5925.0
Number of hospitalized patients,Aragatsotn,2024,7105.0
Number of hospitalized patients,Ararat,2011,12986.0
Number of hospitalized patients,Ararat,2012,13623.0
Number of hospitalized patients,Ararat,2013,13653.0
Number of hospitalized patients,Ararat,2014,15188.0
Number of hospitalized patients,Ararat,2015,14613.0
Number of hospitalized patients,Ararat,2016,13693.0
Number of hospitalized patients,Ararat,2017,13003.0
Number of hospitalized patients,Ararat,2018,13396.0
Number of hospitalized patients,Ararat,2019,16802.0
Number of hospitalized patients,Ararat,2020,14517.0
Number of hospitalized patients,Ararat,2021,15915.0
Number of hospitalized patients,Ararat,2022,16711.0
Number of hospitalized patients,Ararat,2023,16207.0
Number of hospitalized patients,Ararat,2024,16383.0
Number of hospitalized patients,Armavir,2011,10733.0
Number of hospitalized patients,Armavir,2012,12063.0
Number of hospitalized patients,Armavir,2013,12536.0
Number of hospitalized patients,Armavir,2014,13808.0
Number of hospitalized patients,Armavir,2015,12877.0
Number of hospitalized patients,Armavir,2016,13364.0
Number of hospitalized patients,Armavir,2017,12734.0
Number of hospitalized patients,Armavir,2018,12851.0
Number of hospitalized patients,Armavir,2019,14931.0
Number of hospitalized patients,Armavir,2020,12685.0
Number of hospitalized patients,Armavir,2021,15242.0
Number of hospitalized patients,Armavir,2022,15438.0
Number of hospitalized patients,Armavir,2023,14758.0
Number of hospitalized patients,Armavir,2024,17982.0
Number of hospitalized patients,Gegharkunik,2011,11535.0
Number of hospitalized patients,Gegharkunik,2012,11514.0
Number of hospitalized patients,Gegharkunik,2013,11821.0
Number of hospitalized patients,Gegharkunik,2014,12541.0
Number of hospitalized patients,Gegharkunik,2015,12461.0
Number of hospitalized patients,Gegharkunik,2016,12240.0
Number of hospitalized patients,Gegharkunik,2017,11572.0
Number of hospitalized patients,Gegharkunik,2018,11091.0
Number of hospitalized patients,Gegharkunik,2019,11844.0
Number of hospitalized patients,Gegharkunik,2020,12158.0
Number of hospitalized patients,Gegharkunik,2021,15359.0
Number of hospitalized patients,Gegharkunik,2022,14746.0
Number of hospitalized patients,Gegharkunik,2023,13727.0
Number of hospitalized patients,Gegharkunik,2024,14216.0
Number of hospitalized patients,Lori,2011,17073.0
Number of hospitalized patients,Lori,2012,17319.0
Number of hospitalized patients,Lori,2013,17366.0
Number of hospitalized patients,Lori,2014,19024.0
Number of hospitalized patients,Lori,2015,18477.0
Number of hospitalized patients,Lori,2016,18593.0
Number of hospitalized patients,Lori,2017,17842.0
Number of hospitalized patients,Lori,2018,17862.0
Number of hospitalized patients,Lori,2019,20404.0
